#Compound	C.ring	C.other	N.ring	N.other	O.ring	O.other	P	S	X	#.of.Ring
cav1m17_AQ4-ZINC58949932-0.pdb	15	6	0	2	1	2	0	0	0	3
cav1m17_AQ4-ZINC58950915-0.pdb	16	2	2	2	1	1	0	0	0	4
cav1m17_AQ4-ZINC59039297-0.pdb	18	5	2	2	2	1	0	0	0	4
cav1m17_AQ4-ZINC59040247-0.pdb	14	3	3	3	0	1	0	1	1	3
cav1m17_AQ4-ZINC59040273-0.pdb	16	3	3	4	0	1	0	2	0	4
cav1m17_AQ4-ZINC59160308-0.pdb	14	4	1	2	0	2	0	0	1	3
cav1m17_AQ4-ZINC59256179-0.pdb	22	5	4	0	0	3	0	1	0	6
cav1m17_AQ4-ZINC59332585-0.pdb	15	8	1	2	0	3	0	1	0	3
cav1m17_AQ4-ZINC59385623-0.pdb	15	5	2	3	0	2	0	0	0	4
cav1m17_AQ4-ZINC59385912-0.pdb	16	6	2	2	0	4	0	0	0	3
cav1m17_AQ4-ZINC59400717-0.pdb	16	3	0	3	1	3	0	0	3	3
cav1m17_AQ4-ZINC59437684-0.pdb	9	4	1	2	0	1	0	2	0	2
cav1m17_AQ4-ZINC59447193-0.pdb	18	4	0	4	0	3	0	0	1	3
cav1m17_AQ4-ZINC59487763-0.pdb	10	12	0	3	1	3	0	0	0	2
cav1m17_AQ4-ZINC59489465-0.pdb	17	1	3	1	0	2	0	1	1	4
cav1m17_AQ4-ZINC59547244-0.pdb	21	3	2	1	0	4	0	1	1	4
cav1m17_AQ4-ZINC59547251-0.pdb	21	4	2	1	0	4	0	1	0	4
cav1m17_AQ4-ZINC59737831-0.pdb	19	4	2	1	1	3	0	0	1	4
cav1m17_AQ4-ZINC59768644-0.pdb	21	6	1	2	0	2	0	0	0	4
cav1m17_AQ4-ZINC59831428-0.pdb	15	9	6	3	0	2	0	1	0	4
cav1m17_AQ4-ZINC59875287-0.pdb	18	6	3	1	0	3	0	0	1	4
cav1m17_AQ4-ZINC59888768-0.pdb	10	7	3	4	0	1	0	2	0	3
cav1m17_AQ4-ZINC59890578-0.pdb	16	7	0	3	1	2	0	0	0	3
cav1m17_AQ4-ZINC59891759-0.pdb	23	1	4	0	0	3	0	1	0	5
cav1m17_AQ4-ZINC59894330-0.pdb	19	3	2	1	0	3	0	0	1	4
cav1m17_AQ4-ZINC59922373-0.pdb	17	3	3	1	1	2	0	1	1	4
cav1m17_AQ4-ZINC59990810-0.pdb	10	6	1	2	0	3	0	0	0	3
cav1m17_AQ4-ZINC60032153-0.pdb	17	8	2	2	0	2	0	1	0	4
cav1m17_AQ4-ZINC60042642-0.pdb	24	3	3	0	0	3	0	0	0	5
cav1m17_AQ4-ZINC60042719-0.pdb	22	6	3	1	0	2	0	0	0	5
cav1m17_AQ4-ZINC60166225-0.pdb	19	3	2	1	1	2	0	0	1	4
cav1m17_AQ4-ZINC60183666-0.pdb	14	9	2	1	0	4	0	0	0	3
cav1m17_AQ4-ZINC60186153-0.pdb	18	6	3	1	0	3	0	0	0	4
cav1m17_AQ4-ZINC60207903-0.pdb	13	9	3	1	0	3	0	0	0	3
cav1m17_AQ4-ZINC60211222-0.pdb	15	4	3	1	0	1	0	0	1	4
cav1m17_AQ4-ZINC60238922-0.pdb	18	6	3	1	0	3	0	0	0	4
cav1m17_AQ4-ZINC60238927-0.pdb	18	6	3	1	0	3	0	0	0	4
cav1m17_AQ4-ZINC60340222-0.pdb	14	8	2	2	0	3	0	1	0	3
cav1m17_AQ4-ZINC60362027-0.pdb	18	4	2	1	0	4	0	2	0	4
cav1m17_AQ4-ZINC60365363-0.pdb	12	7	3	1	0	2	0	0	0	4
cav1m17_AQ4-ZINC61089107-0.pdb	6	3	4	2	0	1	0	0	1	2
cav1m17_AQ4-ZINC61120873-0.pdb	6	1	3	2	0	2	0	1	0	4
cav1m17_AQ4-ZINC61363640-0.pdb	8	3	0	1	0	4	0	3	0	2
cav1m17_AQ4-ZINC61371060-0.pdb	8	6	0	3	0	2	0	1	0	2
cav1m17_AQ4-ZINC61563920-0.pdb	11	2	2	1	1	0	0	0	0	4
cav1m17_AQ4-ZINC61587814-0.pdb	11	0	0	3	0	2	0	2	0	2
cav1m17_AQ4-ZINC61880587-0.pdb	18	5	2	2	1	1	0	0	0	4
cav1m17_AQ4-ZINC61886296-0.pdb	12	2	0	3	0	2	0	1	0	3
cav1m17_AQ4-ZINC61887240-0.pdb	11	3	0	3	0	2	0	0	0	2
cav1m17_AQ4-ZINC61887458-0.pdb	11	2	0	3	0	2	0	0	2	2
cav1m17_AQ4-ZINC61887464-0.pdb	11	2	0	3	0	2	0	0	2	2
cav1m17_AQ4-ZINC61887838-0.pdb	11	2	0	4	0	2	0	0	0	2
cav1m17_AQ4-ZINC62238226-0.pdb	14	0	1	1	2	0	0	0	2	3
cav1m17_AQ4-ZINC62329593-0.pdb	11	4	3	1	0	0	0	1	0	3
cav1m17_AQ4-ZINC62495686-0.pdb	19	1	2	0	1	1	0	0	0	4
cav1m17_AQ4-ZINC62496582-0.pdb	14	6	1	1	1	1	0	0	0	3
cav1m17_AQ4-ZINC62498186-0.pdb	14	5	1	0	1	2	0	0	0	3
cav1m17_AQ4-ZINC62498188-0.pdb	14	5	1	0	1	2	0	0	0	3
cav1m17_AQ4-ZINC62725609-0.pdb	10	1	2	3	0	0	0	1	0	2
cav1m17_AQ4-ZINC62766898-0.pdb	10	1	2	1	0	3	0	1	0	2
cav1m17_AQ4-ZINC62827756-0.pdb	8	5	0	2	0	3	0	2	0	2
cav1m17_AQ4-ZINC62828508-0.pdb	10	2	0	2	0	4	0	1	0	2
cav1m17_AQ4-ZINC62828657-0.pdb	10	4	0	2	0	4	0	1	0	2
cav1m17_AQ4-ZINC62828873-0.pdb	10	4	0	2	0	4	0	1	0	2
cav1m17_AQ4-ZINC62831800-0.pdb	11	2	0	2	1	3	0	0	0	2
cav1m17_AQ4-ZINC62832738-0.pdb	12	4	1	2	1	1	0	0	0	3
cav1m17_AQ4-ZINC62876312-0.pdb	9	6	1	1	0	3	0	1	0	2
cav1m17_AQ4-ZINC62876809-0.pdb	9	6	1	1	0	3	0	1	0	2
cav1m17_AQ4-ZINC62892003-0.pdb	10	5	1	1	0	1	0	0	1	2
cav1m17_AQ4-ZINC62915026-0.pdb	11	6	3	0	0	0	0	0	1	3
cav1m17_AQ4-ZINC62933512-0.pdb	9	5	1	1	0	3	0	0	0	3
cav1m17_AQ4-ZINC62957531-0.pdb	10	4	2	1	0	0	0	0	1	2
cav1m17_AQ4-ZINC62996344-0.pdb	17	0	1	1	1	1	0	0	0	3
cav1m17_AQ4-ZINC63006630-0.pdb	9	0	2	1	0	3	0	1	0	3
cav1m17_AQ4-ZINC63097159-0.pdb	18	6	4	1	0	1	0	1	0	5
cav1m17_AQ4-ZINC63162186-0.pdb	12	4	1	2	1	3	0	0	0	4
cav1m17_AQ4-ZINC63187664-0.pdb	21	5	4	0	0	3	0	0	1	5
cav1m17_AQ4-ZINC63192707-0.pdb	14	3	1	1	0	1	0	1	0	3
cav1m17_AQ4-ZINC63194323-0.pdb	23	3	3	1	0	3	0	0	0	5
cav1m17_AQ4-ZINC63205614-0.pdb	23	3	3	0	0	2	0	0	0	6
cav1m17_AQ4-ZINC63259001-0.pdb	24	3	4	0	0	1	0	0	1	6
cav1m17_AQ4-ZINC63270802-0.pdb	19	5	3	2	0	2	0	0	0	5
cav1m17_AQ4-ZINC63270937-0.pdb	17	7	2	2	0	3	0	0	0	4
cav1m17_AQ4-ZINC63270939-0.pdb	17	7	2	2	0	3	0	0	0	4
cav1m17_AQ4-ZINC63271167-0.pdb	19	5	3	2	0	2	0	0	0	5
cav1m17_AQ4-ZINC63279521-0.pdb	19	6	2	1	0	3	0	0	0	4
cav1m17_AQ4-ZINC63280011-0.pdb	18	7	3	1	0	5	0	0	0	6
cav1m17_AQ4-ZINC63280092-0.pdb	17	7	2	1	0	3	0	1	0	4
cav1m17_AQ4-ZINC63303075-0.pdb	21	7	4	1	0	2	0	0	0	5
cav1m17_AQ4-ZINC63374547-0.pdb	20	8	3	0	0	5	0	0	0	5
cav1m17_AQ4-ZINC63375401-0.pdb	17	5	1	1	1	3	0	0	1	4
cav1m17_AQ4-ZINC63375801-0.pdb	15	8	4	0	0	3	0	0	0	4
cav1m17_AQ4-ZINC63384074-0.pdb	21	4	4	0	0	3	0	0	0	5
cav1m17_AQ4-ZINC63384315-0.pdb	21	4	4	0	0	3	0	0	0	5
cav1m17_AQ4-ZINC63407637-0.pdb	10	9	1	2	0	1	0	0	0	2
cav1m17_AQ4-ZINC63409436-0.pdb	14	5	1	3	0	2	0	0	1	3
cav1m17_AQ4-ZINC63416455-0.pdb	21	7	1	2	2	4	0	0	0	5
cav1m17_AQ4-ZINC63428501-0.pdb	20	3	1	3	0	2	0	0	1	4
cav1m17_AQ4-ZINC63437319-0.pdb	19	5	2	2	0	2	0	0	0	4
cav1m17_AQ4-ZINC63437496-0.pdb	14	4	1	1	0	1	0	1	2	3
cav1m17_AQ4-ZINC63437505-0.pdb	14	8	1	1	0	1	0	1	0	3
cav1m17_AQ4-ZINC63485997-0.pdb	20	1	2	0	1	3	0	0	1	5
cav1m17_AQ4-ZINC63489535-0.pdb	18	3	1	1	0	1	0	0	0	4
cav1m17_AQ4-ZINC63491986-0.pdb	17	5	1	2	0	4	0	0	0	3
cav1m17_AQ4-ZINC63499138-0.pdb	14	3	2	0	0	2	0	0	1	3
cav1m17_AQ4-ZINC63502953-0.pdb	20	5	3	1	0	2	0	1	0	5
cav1m17_AQ4-ZINC63514548-0.pdb	19	2	2	0	1	3	0	0	1	5
cav1m17_AQ4-ZINC63530273-0.pdb	19	2	2	1	0	2	0	1	1	4
cav1m17_AQ4-ZINC63571690-0.pdb	17	7	2	1	0	1	0	0	0	4
cav1m17_AQ4-ZINC63617447-0.pdb	21	3	2	1	1	3	0	0	0	5
cav1m17_AQ4-ZINC63627424-0.pdb	19	1	2	0	0	2	0	1	0	5
cav1m17_AQ4-ZINC63655787-0.pdb	19	3	4	1	0	1	0	1	0	5
cav1m17_AQ4-ZINC63667281-0.pdb	15	4	4	1	0	2	0	2	0	4
cav1m17_AQ4-ZINC63667283-0.pdb	15	4	4	1	0	2	0	2	0	4
cav1m17_AQ4-ZINC63731288-0.pdb	20	4	6	0	0	2	0	1	0	6
cav1m17_AQ4-ZINC63731917-0.pdb	16	6	4	2	0	2	0	1	0	4
cav1m17_AQ4-ZINC63746675-0.pdb	18	7	2	2	1	2	0	0	0	4
cav1m17_AQ4-ZINC63746698-0.pdb	18	7	2	2	1	2	0	0	0	4
cav1m17_AQ4-ZINC63752779-0.pdb	16	7	3	2	0	2	0	0	0	5
cav1m17_AQ4-ZINC63773474-0.pdb	18	2	3	1	1	1	0	2	0	5
cav1m17_AQ4-ZINC63778170-0.pdb	15	2	3	1	1	1	0	1	0	5
cav1m17_AQ4-ZINC63784121-0.pdb	12	8	3	3	0	1	0	0	1	3
cav1m17_AQ4-ZINC63809062-0.pdb	13	1	3	1	0	3	0	1	0	3
cav1m17_AQ4-ZINC63809693-0.pdb	20	4	3	1	0	3	0	0	0	5
cav1m17_AQ4-ZINC63818134-0.pdb	18	4	3	1	0	2	0	0	1	4
cav1m17_AQ4-ZINC63855260-0.pdb	19	4	3	1	0	3	0	0	0	5
cav1m17_AQ4-ZINC63869720-0.pdb	19	4	4	0	0	2	0	0	0	4
cav1m17_AQ4-ZINC63896778-0.pdb	17	8	3	1	0	3	0	0	0	4
cav1m17_AQ4-ZINC63899668-0.pdb	19	6	3	1	0	2	0	1	0	5
cav1m17_AQ4-ZINC63908235-0.pdb	18	5	3	1	2	1	0	0	0	5
cav1m17_AQ4-ZINC63908658-0.pdb	21	2	3	2	0	2	0	0	0	6
cav1m17_AQ4-ZINC63919972-0.pdb	18	4	3	1	0	2	0	0	1	4
cav1m17_AQ4-ZINC64042780-0.pdb	23	3	1	1	1	2	0	0	1	5
cav1m17_AQ4-ZINC64044574-0.pdb	21	5	2	2	0	3	0	1	0	5
cav1m17_AQ4-ZINC64048521-0.pdb	22	5	2	1	1	2	0	0	0	5
cav1m17_AQ4-ZINC64057478-0.pdb	21	3	2	1	1	3	0	1	1	5
cav1m17_AQ4-ZINC64066687-0.pdb	16	5	4	1	0	0	0	0	0	5
cav1m17_AQ4-ZINC64070182-0.pdb	10	5	3	1	0	1	0	1	0	3
cav1m17_AQ4-ZINC64079261-0.pdb	17	8	1	2	0	4	0	0	0	4
cav1m17_AQ4-ZINC64079263-0.pdb	17	8	1	2	0	4	0	0	0	4
cav1m17_AQ4-ZINC64131556-0.pdb	14	8	3	2	0	1	0	1	0	4
cav1m17_AQ4-ZINC64156643-0.pdb	18	5	3	1	0	2	0	1	0	5
cav1m17_AQ4-ZINC64173363-0.pdb	17	8	2	2	0	2	0	1	0	4
cav1m17_AQ4-ZINC64173483-0.pdb	16	7	3	2	0	3	0	2	0	4
cav1m17_AQ4-ZINC64176548-0.pdb	20	5	3	1	0	2	0	1	0	5
cav1m17_AQ4-ZINC64202262-0.pdb	21	4	4	0	1	1	0	1	0	5
cav1m17_AQ4-ZINC64202281-0.pdb	20	4	3	1	1	2	0	0	0	5
cav1m17_AQ4-ZINC64202853-0.pdb	25	3	5	0	0	1	0	0	0	6
cav1m17_AQ4-ZINC64219002-0.pdb	14	7	1	2	0	3	0	0	1	3
cav1m17_AQ4-ZINC64352970-0.pdb	22	7	2	1	0	2	0	0	0	5
cav1m17_AQ4-ZINC64365600-0.pdb	17	1	3	1	0	2	0	1	0	4
cav1m17_AQ4-ZINC64369810-0.pdb	16	4	3	1	0	2	0	1	1	4
cav1m17_AQ4-ZINC64392205-0.pdb	22	3	4	0	1	2	0	0	0	5
cav1m17_AQ4-ZINC64435330-0.pdb	18	5	3	1	0	2	0	1	0	4
cav1m17_AQ4-ZINC64538287-0.pdb	20	1	4	0	0	2	0	0	1	6
cav1m17_AQ4-ZINC64538573-0.pdb	14	7	3	1	1	2	0	0	1	4
cav1m17_AQ4-ZINC64600387-0.pdb	17	6	1	1	1	3	0	0	1	4
cav1m17_AQ4-ZINC64605642-0.pdb	16	4	4	1	0	2	0	1	0	4
cav1m17_AQ4-ZINC64652834-0.pdb	18	4	3	1	0	2	0	1	0	5
cav1m17_AQ4-ZINC64653807-0.pdb	17	8	2	1	0	4	0	2	0	4
cav1m17_AQ4-ZINC64672744-0.pdb	19	4	4	1	0	2	0	1	0	5
cav1m17_AQ4-ZINC64700842-0.pdb	16	4	4	1	0	2	0	1	0	5
cav1m17_AQ4-ZINC64703142-0.pdb	17	4	4	1	0	2	0	1	0	4
cav1m17_AQ4-ZINC64719753-0.pdb	16	5	2	2	1	2	0	0	0	5
cav1m17_AQ4-ZINC64740946-0.pdb	19	4	3	1	0	3	0	1	0	4
cav1m17_AQ4-ZINC64816370-0.pdb	22	6	3	1	1	2	0	0	0	5
cav1m17_AQ4-ZINC64861339-0.pdb	18	3	3	1	0	3	0	1	1	4
cav1m17_AQ4-ZINC64870717-0.pdb	16	5	4	0	1	2	0	0	1	4
cav1m17_AQ4-ZINC65021934-0.pdb	20	2	2	1	0	4	0	2	0	4
cav1m17_AQ4-ZINC65026883-0.pdb	20	8	1	2	0	2	0	0	0	4
cav1m17_AQ4-ZINC65036380-0.pdb	18	4	3	1	0	3	0	2	0	4
cav1m17_AQ4-ZINC65074638-0.pdb	20	0	4	0	0	2	0	1	0	7
cav1m17_AQ4-ZINC65074684-0.pdb	20	0	4	0	0	2	0	1	0	5
cav1m17_AQ4-ZINC65074705-0.pdb	20	2	3	1	0	2	0	1	1	4
cav1m17_AQ4-ZINC65074729-0.pdb	18	2	4	0	0	2	0	1	0	5
cav1m17_AQ4-ZINC65074731-0.pdb	20	3	3	1	0	2	0	1	0	4
cav1m17_AQ4-ZINC65074734-0.pdb	20	2	3	1	0	2	0	1	1	4
cav1m17_AQ4-ZINC65074781-0.pdb	12	4	3	1	0	2	0	2	1	3
cav1m17_AQ4-ZINC65074874-0.pdb	20	3	3	1	0	2	0	1	0	4
cav1m17_AQ4-ZINC65074881-0.pdb	20	5	3	1	0	2	0	1	0	4
cav1m17_AQ4-ZINC65076804-0.pdb	21	2	4	0	1	1	0	0	1	5
cav1m17_AQ4-ZINC65190087-0.pdb	18	5	1	3	0	2	0	0	0	4
cav1m17_AQ4-ZINC65192374-0.pdb	16	4	1	3	1	2	0	1	0	4
cav1m17_AQ4-ZINC65200164-0.pdb	12	5	1	3	0	2	0	1	0	3
cav1m17_AQ4-ZINC65202095-0.pdb	13	7	1	3	0	2	0	1	0	3
cav1m17_AQ4-ZINC65203595-0.pdb	12	6	1	3	0	2	0	1	0	3
cav1m17_AQ4-ZINC65248548-0.pdb	16	4	3	0	1	3	0	0	0	5
cav1m17_AQ4-ZINC65265818-0.pdb	18	6	3	1	0	2	0	0	0	4
cav1m17_AQ4-ZINC65265887-0.pdb	21	2	3	1	0	1	0	1	0	5
cav1m17_AQ4-ZINC65298388-0.pdb	20	6	3	0	0	3	0	0	0	4
cav1m17_AQ4-ZINC65398384-0.pdb	18	5	3	2	0	2	0	0	0	4
cav1m17_AQ4-ZINC65441377-0.pdb	15	7	3	1	0	3	0	0	0	4
cav1m17_AQ4-ZINC65477555-0.pdb	17	5	4	1	0	2	0	0	0	4
cav1m17_AQ4-ZINC66136053-0.pdb	10	8	2	2	0	2	0	0	1	2
cav1m17_AQ4-ZINC66147755-0.pdb	12	5	0	4	0	3	0	1	1	2
cav1m17_AQ4-ZINC66343297-0.pdb	15	5	1	3	0	2	0	0	0	4
cav1m17_AQ4-ZINC66346630-0.pdb	15	2	1	1	0	2	0	1	1	3
cav1m17_AQ4-ZINC66346634-0.pdb	15	2	1	1	0	2	0	1	1	3
cav1m17_AQ4-ZINC66347420-0.pdb	15	6	1	3	0	2	0	0	0	4
cav1m17_AQ4-ZINC66361549-0.pdb	9	8	0	3	0	3	0	0	0	3
cav1m17_AQ4-ZINC66365986-0.pdb	12	7	1	3	0	3	0	1	0	2
cav1m17_AQ4-ZINC66398819-0.pdb	16	7	0	4	0	2	0	0	0	4
cav1m17_AQ4-ZINC66481854-0.pdb	18	5	3	0	0	3	0	0	0	4
cav1m17_AQ4-ZINC66559369-0.pdb	10	9	0	3	0	4	0	1	0	2
cav1m17_AQ4-ZINC66578933-0.pdb	12	1	0	3	0	3	0	1	0	2
cav1m17_AQ4-ZINC66604549-0.pdb	12	7	0	3	0	2	0	0	0	2
cav1m17_AQ4-ZINC66730548-0.pdb	11	3	1	2	0	5	0	0	0	3
cav1m17_AQ4-ZINC66890212-0.pdb	19	4	1	2	1	2	0	0	0	4
cav1m17_AQ4-ZINC66925917-0.pdb	11	10	1	3	0	3	0	0	0	2
cav1m17_AQ4-ZINC66956878-0.pdb	17	5	4	2	0	1	0	0	0	4
cav1m17_AQ4-ZINC66991053-0.pdb	12	2	0	3	0	5	0	0	1	2
cav1m17_AQ4-ZINC67010543-0.pdb	14	4	0	2	2	2	0	1	1	3
cav1m17_AQ4-ZINC67040178-0.pdb	12	5	2	3	0	2	0	0	0	4
cav1m17_AQ4-ZINC67105183-0.pdb	14	6	2	2	0	4	0	0	0	3
cav1m17_AQ4-ZINC67132943-0.pdb	17	2	1	1	1	0	0	2	0	4
cav1m17_AQ4-ZINC67204883-0.pdb	19	2	4	0	0	3	0	0	0	6
cav1m17_AQ4-ZINC67204892-0.pdb	19	2	4	0	0	3	0	0	0	6
cav1m17_AQ4-ZINC67205664-0.pdb	7	9	2	2	1	3	0	0	0	2
cav1m17_AQ4-ZINC67225574-0.pdb	15	2	5	0	0	2	0	1	2	4
cav1m17_AQ4-ZINC67317622-0.pdb	17	2	3	1	1	1	0	0	0	5
cav1m17_AQ4-ZINC67369339-0.pdb	15	0	3	1	0	0	0	0	1	4
cav1m17_AQ4-ZINC67388266-0.pdb	21	1	2	1	0	2	0	0	0	4
cav1m17_AQ4-ZINC67407088-0.pdb	16	5	2	2	1	1	0	0	0	5
cav1m17_AQ4-ZINC67417970-0.pdb	15	7	2	2	2	1	0	0	0	4
cav1m17_AQ4-ZINC67427259-0.pdb	15	2	1	1	0	2	0	1	1	3
cav1m17_AQ4-ZINC67446797-0.pdb	11	6	4	1	0	1	0	1	0	3
cav1m17_AQ4-ZINC67457884-0.pdb	14	7	0	3	1	4	0	0	0	3
cav1m17_AQ4-ZINC67470818-0.pdb	14	6	1	3	0	2	0	0	1	3
cav1m17_AQ4-ZINC67471693-0.pdb	14	8	3	2	0	2	0	0	0	3
cav1m17_AQ4-ZINC67471846-0.pdb	9	4	1	4	0	2	0	1	0	2
cav1m17_AQ4-ZINC67473811-0.pdb	11	4	0	3	0	2	0	0	1	2
cav1m17_AQ4-ZINC67483689-0.pdb	13	4	3	3	0	1	0	1	1	3
cav1m17_AQ4-ZINC67529280-0.pdb	19	4	1	2	2	1	0	0	0	4
cav1m17_AQ4-ZINC67550303-0.pdb	12	10	0	3	0	3	0	0	0	2
cav1m17_AQ4-ZINC67585070-0.pdb	14	9	0	3	1	2	0	0	0	3
cav1m17_AQ4-ZINC67612158-0.pdb	14	3	1	3	0	3	0	2	0	3
cav1m17_AQ4-ZINC67655090-0.pdb	20	3	3	1	0	2	0	0	0	5
